# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,
# Tue Nov 24 00:36:12 2020,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,,,,,,,
# COLUMN kepler_name:    Kepler Name,,,,,,,,,,,,,,,,,,,
# COLUMN koi_disposition: Exoplanet Archive Disposition,,,,,,,,,,,,,,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,,,,,,,,,,,,,,
# COLUMN koi_eccen:      Eccentricity,,,,,,,,,,,,,,,,,,,
# COLUMN koi_impact:     Impact Parameter,,,,,,,,,,,,,,,,,,,
# COLUMN koi_duration:   Transit Duration [hrs],,,,,,,,,,,,,,,,,,,
# COLUMN koi_depth:      Transit Depth [ppm],,,,,,,,,,,,,,,,,,,
# COLUMN koi_prad:       Planetary Radius [Earth radii],,,,,,,,,,,,,,,,,,,
# COLUMN koi_insol:      Insolation Flux [Earth flux],,,,,,,,,,,,,,,,,,,
# COLUMN koi_model_snr:  Transit Signal-to-Noise,,,,,,,,,,,,,,,,,,Confirmed,2358
# COLUMN koi_steff:      Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,Candidate,2366
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,,,,,False Positive,4840
# COLUMN koi_smet:       Stellar Metallicity [dex],,,,,,,,,,,,,,,,,,,
# COLUMN koi_srad:       Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,9564
# COLUMN koi_smass:      Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,
# COLUMN koi_sage:       Stellar Age [Gyr],,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,
kepid,kepler_name,koi_disposition,koi_period,koi_eccen,koi_impact,koi_duration,koi_depth,koi_prad,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,,,
9535876,,FALSE POSITIVE,0.960843605,0,1.143,3.22,1.42E+02,19.15,3120.32,25.5,5708,4.378,0.56,1.129,1.112,,,,
5817533,,FALSE POSITIVE,4.206109,0,0.607,5.16,1.20E+02,0.91,235.01,11.9,5480,4.522,-0.36,0.802,0.78,,,,
7681230,,FALSE POSITIVE,0.962590772,0,1.236,1.2569,1.02E+03,31.51,3989.37,90.4,6274,4.434,-0.1,1.062,1.115,,,,
7596240,Kepler-1584 b,CONFIRMED,13.3997555,0,0.375,3.534,1.67E+02,1.51,145.65,13.6,6401,4.389,-0.04,1.15,1.183,,,,
7661893,,CANDIDATE,2.49385348,0,0.331,1.414,4.69E+01,0.59,579.64,12.3,5615,4.477,-0.4,0.85,0.79,,,,
3448456,,FALSE POSITIVE,0.776950288,0,0.047,1.288,3.96E+02,1.72,2974.07,25.8,5861,4.546,-0.2,0.865,0.957,,,,
12107008,,FALSE POSITIVE,5.93725628,0,0.351,3.639,1.16E+02,0.86,148.97,17.1,5428,4.494,-0.46,0.799,0.727,,,,
9776794,,CANDIDATE,18.22211768,0,0.973,2.044,2.32E+03,7.45,34.99,15.2,5162,4.411,0.32,0.958,0.862,,,,
7427764,Kepler-1595 b,CONFIRMED,4.56383697,0,0.365,2.271,2.02E+02,1.22,218.18,9.9,5408,4.496,-0.06,0.861,0.848,,,,
7673192,,CANDIDATE,16.5340022,0,0.525,4.063,8.92E+01,1.17,106.21,9.3,6052,4.285,-0.12,1.202,1.015,,,,
4754831,,FALSE POSITIVE,55.119831,0,0.6049,4.703,1.15E+02,1.68,35.48,8.2,6297,4.155,-0.06,1.506,1.18,,,,
4754831,,FALSE POSITIVE,25.6416117,0,0.5744,5.5,1.26E+02,1.76,98.5,4.9,6297,4.155,-0.06,1.506,1.18,,,,
9899630,,FALSE POSITIVE,1.33258455,0,1.141,5.77,1.53E+02,15.89,1884.66,8.1,6039,4.493,-0.14,0.951,1.027,,,,
4367528,,FALSE POSITIVE,350.81029,0,0.3892,11.29,5.38E+02,2.86,1.51,15.1,5841,4.321,0.44,1.226,1.148,,,,
8416523,Kepler-1604 b,CONFIRMED,0.341842017,0,0.957,1.1554,2.86E+02,1.72,3991.16,70.1,5016,4.601,0.02,0.747,0.817,,,,
11124436,,CANDIDATE,13.9482197,0,0.197,7.686,1.19E+02,2.53,301.8,14.5,5529,3.808,0.14,2.346,1.291,,,,
5780855,,CANDIDATE,5.67577999,0,0.91,3.554,5.12E+01,1.22,802.11,11.2,6681,4.233,-0.08,1.438,1.294,,,,
3751231,,FALSE POSITIVE,0.570953851,0,0.059,0.998,7.61E+01,1.01,8688.17,8.9,6238,4.396,0.12,1.145,1.193,,,,
9491832,,CANDIDATE,49.564693,0,0.685,8.54,1.14E+02,1.63,28.19,15,5907,4.212,0.46,1.442,1.234,,,,
7816665,,FALSE POSITIVE,4.29258258,0,0.339,3.069,3.70E+02,1.87,428.77,16.1,6137,4.487,-0.2,0.963,1.038,,,,
9535881,,FALSE POSITIVE,0.960842633,0,1.341,2.6441,2.02E+03,67.53,14655.53,176.1,7381,4.186,-0.24,1.597,1.429,,,,
11616596,,FALSE POSITIVE,14.5893928,,,15.54,,,102.46,,,,,,,,,,
9872831,Kepler-1572 b,CONFIRMED,5.49548533,0,0.202,2.461,8.58E+01,1.3,661.04,14.2,6157,4.159,-0.26,1.392,1.02,,,,
2852941,,CANDIDATE,2.89494709,0,0.191,3.254,4.58E+01,1.16,3204.25,14.3,7087,4.137,-0.18,1.684,1.418,,,,
8508126,,FALSE POSITIVE,0.980505042,0,1.206,1.4068,4.27E+02,26.35,3100.61,51.5,5794,4.372,-0.02,1.059,0.963,,,,
12306058,Kepler-391 c,CONFIRMED,20.4853893,0,0.834,10.229,8.95E+01,3.6,251.16,17.9,4938,3.45,0,3.324,1.136,,,,
8507475,Kepler-1585 b,CONFIRMED,3.58273837,0,0.143,1.523,3.61E+02,1.64,302.74,11.6,5448,4.517,0.07,0.872,0.912,,,,
8773015,Kepler-1586 b,CONFIRMED,15.604841,0,0.715,4.543,7.34E+01,1.57,248.62,15.3,6254,4.019,-0.26,1.706,1.11,,,,
4754831,,FALSE POSITIVE,75.681309,0,0.6194,11.62,1.08E+02,1.64,23.25,9.1,6297,4.155,-0.06,1.506,1.18,,,,
10647452,,CANDIDATE,0.762950224,0,0.197,1.133,1.87E+02,1,1763.73,15.8,5385,4.61,-0.36,0.731,0.797,,,,
3531231,,FALSE POSITIVE,62.060783,0,0.928,28.203,4.73E+02,2.11,6.07,19.9,5526,4.578,-0.26,0.784,0.85,,,,
4773392,,CANDIDATE,170.995748,0,0.839,3.88,4.77E+02,4.9,10.86,15.5,6127,3.991,0.21,1.983,1.405,,,,
5471489,,FALSE POSITIVE,12.4252735,0,0.171,20.756,8.47E+01,2.37,673.53,36.6,6156,3.703,-0.58,2.557,1.202,,,,
5471489,,FALSE POSITIVE,39.2820405,0,1.241,3.344,1.58E+02,58.67,108.22,6.9,6143,3.81,-0.6,2.136,1.074,,,,
9011874,,FALSE POSITIVE,361.5456125,,,25.28,,,,,,,,,,,,,
9936080,,CANDIDATE,19.5650801,0,0.025,4.242,6.17E+01,0.97,92.77,13.8,6180,4.294,0.02,1.235,1.09,,,,
9936080,,FALSE POSITIVE,355.79978,0,0.4433,5.972,1.72E+02,1.87,2.6,10.5,6350,4.225,-0.06,1.394,1.188,,,,
8611344,,FALSE POSITIVE,410.99389,0,0.3421,12.01,5.50E+02,2.09,0.55,8.7,5471,4.533,0.3,0.898,1.002,,,,
9518651,,FALSE POSITIVE,2.17823752,0,0.037,2.259,4.40E+01,0.64,1114.8,10.1,6052,4.422,-0.44,0.969,0.905,,,,
2305311,,FALSE POSITIVE,1.404674486,0,0.8171,5.056,1.56E+02,0.86,379.5,20.7,4716,4.65,-0.64,0.609,0.603,,,,
6383595,,FALSE POSITIVE,24.9097436,0,0.5729,3.856,1.50E+02,2.24,163.58,9.7,6596,4.037,-0.22,1.757,1.227,,,,
11080405,Kepler-386 b,CONFIRMED,12.3101351,0,0.783,3.797,2.64E+02,1.51,42.42,12.9,5009,4.491,0.16,0.84,0.797,,,,
11509504,Kepler-1573 b,CONFIRMED,2.61576515,0,0.25,2.777,1.20E+02,1.06,851.6,15.1,6088,4.446,-0.4,0.958,0.934,,,,
6599949,,FALSE POSITIVE,409.2452,0,0.0176,13.06,5.31E+02,2.1,0.84,12.8,5910,4.466,-0.38,0.911,0.886,,,,
11611275,Kepler-1574 b,CONFIRMED,6.94245216,0,0.485,3.491,1.61E+02,1.34,239.39,14.7,6108,4.466,0.07,1.03,1.132,,,,
6290935,,CANDIDATE,5.53312006,0,0.299,3.486,5.31E+01,1.05,680.77,13.4,6170,4.15,-0.22,1.425,1.047,,,,
12734396,,CANDIDATE,200.721168,0,0.234,9.91,8.23E+02,3.32,2.72,13.1,5566,4.275,0.14,1.17,0.94,,,,
11612280,Kepler-1587 b,CONFIRMED,9.4061364,0,0.397,4.882,7.95E+01,1.14,219.36,13.2,5855,4.24,0.04,1.268,1.02,,,,
5536715,,FALSE POSITIVE,0.935086665,0,0.4742,1.12,7.12E+01,1.18,8250.8,13.1,6762,4.282,-0.16,1.348,1.276,,,,
8149484,,FALSE POSITIVE,1.489457454,0,0.171,3.028,5.63E+01,1.58,8026.6,29.7,6316,3.908,-0.1,2.087,1.285,,,,
12407623,,FALSE POSITIVE,1.181165291,0,0.632,1.013,3.70E+02,1.52,905.88,14.1,5203,4.582,-0.22,0.747,0.779,,,,
11444514,Kepler-1596 b,CONFIRMED,66.373298,0,0.021,8.559,4.15E+02,1.99,11.59,13.7,6143,4.47,-0.22,0.976,1.027,,,,
9886361,Kepler-403 d,CONFIRMED,13.61165024,0,0.112,7.617,9.55E+01,1.46,198.73,31.6,6170,4.192,0.24,1.499,1.282,,,,
9702006,,CANDIDATE,6.24564633,0,0.594,2.459,2.12E+02,1.06,67.62,11.9,4858,4.622,-0.02,0.707,0.786,,,,
6778008,,FALSE POSITIVE,0.945829261,0,0.326,1.715,9.82E+01,0.86,2433.01,15.1,5959,4.546,-0.32,0.859,0.948,,,,
8278685,,CANDIDATE,10.8614163,0,0.939,6.02,6.48E+01,1.01,154.68,12.9,6339,4.454,-0.28,1.017,1.069,,,,
8308260,,FALSE POSITIVE,0.973160836,0,0.034,0.864,1.38E+02,1.22,3303.84,9.8,6108,4.466,0.07,1.03,1.132,,,,
8492101,,FALSE POSITIVE,4.05943749,0,0.914,3.245,1.05E+02,2.11,664.54,18.1,5051,3.978,0.26,1.655,0.949,,,,
6103377,,CANDIDATE,7.03965141,0,0.778,3.141,2.69E+02,2.72,445.49,9.8,5902,4.128,0.16,1.513,1.12,,,,
3660581,,CANDIDATE,4.72519164,0,0.6,3.751,9.88E+01,3.98,6060.79,10,6655,3.49,-0.48,3.831,1.653,,,,
6343576,,FALSE POSITIVE,6.39903778,0,0.241,3.15,1.87E+02,6.54,2376.4,24.1,5178,3.286,-0.22,4.856,1.66,,,,
10794974,,CANDIDATE,66.6434565,0,0.985,2.385,2.77E+02,2.99,12.17,14.8,5751,4.339,0.32,1.164,1.079,,,,
2449101,,FALSE POSITIVE,0.739761008,0,1.2359,7.589,2.92E+02,9.67,117.05,34.7,3417,4.9,0,0.35,0.354,,,,
7259249,,FALSE POSITIVE,0.950735805,0,0.57,1.1434,1.75E+02,1.39,3129.59,17.1,6039,4.478,0.07,1.005,1.108,,,,
8678691,,FALSE POSITIVE,369.819993,0,0.9179,20.232,1.60E+03,4.25,0.38,42.1,4806,4.495,0.48,0.839,0.801,,,,
9640924,,FALSE POSITIVE,2.17815935,0,0.503,1.839,1.16E+02,1.22,1398.42,14.1,6258,4.413,-0.02,1.098,1.139,,,,
3558849,,CANDIDATE,160.850075,0,0.769,9.427,4.28E+02,3.41,6.87,16.1,5999,4.168,0.18,1.507,1.225,,,,
11151677,,FALSE POSITIVE,0.720460644,0,1.272,1.7846,2.11E+03,37.33,5954.82,117.2,6304,4.435,-0.14,1.058,1.11,,,,
11037128,,FALSE POSITIVE,3.7948721,0,1.168,1.713,3.05E+02,16.1,325.63,11.3,5883,4.58,-0.5,0.793,0.881,,,,
6587002,,CANDIDATE,122.0804953,0,0.957,4.054,8.00E+02,2.92,1.83,23.3,5132,4.571,-0.06,0.77,0.805,,,,
5175024,,CANDIDATE,6.2614227,0,0.069,4.779,5.14E+01,0.81,407.58,10.6,6384,4.361,-0.24,1.121,1.046,,,,
10991114,,CANDIDATE,3.70386741,0,0.033,1.41,1.26E+02,0.86,247.2,13.1,5496,4.592,-0.24,0.776,0.869,,,,
11969092,,FALSE POSITIVE,0.638437699,0,0.904,0.3028,2.87E+02,2.48,2024.34,25.8,5073,4.571,0.48,0.824,0.922,,,,
2570773,,FALSE POSITIVE,1.8912851,0,1.216,6.182,1.22E+03,19.96,299.44,25.7,4700,4.605,0,0.707,0.734,,,,
4945764,,CANDIDATE,19.8751355,0,0.919,8.041,1.09E+02,2.49,299.47,15.2,6918,4.021,0,2.004,1.536,,,,
6356885,,FALSE POSITIVE,343.42046,0,0.3519,11.11,4.83E+02,2.15,1.27,10,6115,4.469,-0.22,0.967,0.999,,,,
3542542,,FALSE POSITIVE,3.47148164,0,0.719,4.679,1.23E+02,0.85,209.73,9.5,5297,4.626,-0.34,0.716,0.8,,,,
11718389,,CANDIDATE,5.94373492,0,0.197,1.847,3.01E+02,1.14,48.82,13.2,4391,4.598,0.04,0.682,0.671,,,,
11124703,,FALSE POSITIVE,244.60373,0,0.2652,10.87,7.70E+02,2.1,0.72,17.7,5166,4.593,0,0.771,0.853,,,,
10329196,Kepler-1605 b,CONFIRMED,85.7567919,0,0.713,5.695,1.59E+02,2.99,18.44,16.9,5037,3.783,0.08,2.213,1.083,,,,
10604592,,CANDIDATE,2.18660188,0,0.828,1.585,1.22E+02,0.98,345.07,14.2,4904,4.535,0,0.772,0.745,,,,
9834731,,CANDIDATE,7.2929891,0,0.022,4.053,7.25E+01,0.73,158.19,7.1,5959,4.549,-0.32,0.856,0.945,,,,
9593773,,FALSE POSITIVE,3.1339356,0,0.768,4.477,2.04E+02,1.58,704.95,21.4,6137,4.46,-0.06,1.018,1.086,,,,
9285568,Kepler-1575 b,CONFIRMED,2.55315031,0,0.32,1.849,1.85E+02,1.25,699.7,15.4,5970,4.521,-0.18,0.908,0.996,,,,
7604328,Kepler-1245 c,CONFIRMED,2.936587946,0,0.863,1.8952,2.80E+02,1.77,473.18,20.1,5455,4.421,-0.2,0.909,0.795,,,,
9514372,,CANDIDATE,145.786556,0,0.133,4.891,3.78E+02,1.82,2.84,13.9,5578,4.44,0,0.95,0.905,,,,
9777757,,FALSE POSITIVE,1.33254212,0,0.662,3.848,3.74E+01,1.45,12477.61,10.6,6613,3.87,-0.24,2.237,1.355,,,,
7103919,,CANDIDATE,10.7769944,0,0.069,2.616,1.86E+02,1.15,75.83,11.3,5455,4.457,-0.34,0.852,0.759,,,,
3762750,,CANDIDATE,2.5093344,0,0.019,1.833,1.84E+02,1.47,1143.04,8.4,6278,4.425,-0.06,1.081,1.132,,,,
8645191,,FALSE POSITIVE,0.918921494,0,0.011,0.9425,3.21E+02,1.49,1960.12,23.7,5655,4.561,-0.14,0.833,0.926,,,,
10722485,Kepler-1588 b,CONFIRMED,7.84931877,0,0.107,3.747,6.82E+01,0.81,172.98,12.6,5678,4.365,-0.28,0.99,0.828,,,,
9717958,,FALSE POSITIVE,67.7125988,0,1.8756,1.538,5.42E+02,82.63,10.63,13.4,6309,4.517,-0.94,0.847,0.86,,,,
8128067,,FALSE POSITIVE,12.4285576,0,0.892,13.98,6.20E+02,2.22,47.26,13.2,5492,4.604,-0.34,0.752,0.841,,,,
7703910,,FALSE POSITIVE,1.275511306,0,0.011,1.889,6.93E+01,0.84,2160.97,10.3,5921,4.418,-0.1,1.015,0.984,,,,
7777818,,FALSE POSITIVE,5.78159956,0,0.66,2.222,7.28E+01,1.7,1117.19,16.4,6443,4.023,-0.06,1.884,1.371,,,,
9851360,,FALSE POSITIVE,8.4805019,0,0.972,8.345,1.65E+02,1.26,87.82,11,5555,4.554,-0.74,0.737,0.709,,,,
9886361,,CANDIDATE,24.5607107,0,0.374,8.679,5.52E+01,1.13,90.55,14.9,6170,4.192,0.24,1.499,1.282,,,,
6937529,Kepler-1597 b,CONFIRMED,2.94648935,0,0.01,3.155,5.70E+01,0.89,1187.5,12.7,6481,4.378,-0.08,1.171,1.194,,,,
9490653,,FALSE POSITIVE,1.227986164,0,0.477,1.551,1.51E+02,1.17,1846.47,14.8,5746,4.435,-0.28,0.931,0.861,,,,
3328027,,FALSE POSITIVE,2.11548883,0,0.505,4.008,1.70E+02,1.29,978.38,17.6,5952,4.489,0.02,0.971,1.057,,,,
3644631,,FALSE POSITIVE,358.96247,0,0.424,23.49,6.71E+02,2.37,0.81,12.1,5743,4.527,0.04,0.904,1.003,,,,
9640931,,FALSE POSITIVE,2.17815196,0,0.32,2.445,2.45E+02,1.09,395.98,17.9,5357,4.634,-0.46,0.7,0.775,,,,
5125196,,FALSE POSITIVE,342.315407,0,0.1974,12.476,7.20E+02,3.15,2.03,13.3,6425,4.373,-0.08,1.164,1.168,,,,
9640962,,FALSE POSITIVE,1.089077224,0,0.206,2.705,1.53E+02,1,1068.22,18.7,5118,4.547,0.26,0.83,0.883,,,,
5097454,,FALSE POSITIVE,1.288066288,0,1.378,6.4616,1.01E+04,34.84,692,230.7,5233,4.625,-0.96,0.639,0.627,,,,
12737015,,CANDIDATE,24.6683831,0,0.751,8.556,1.09E+02,1.76,91.32,15.3,6059,4.151,0.16,1.554,1.249,,,,
3663141,,FALSE POSITIVE,2.31894284,0,0.72,5.321,6.65E+01,0.87,844.12,13.6,5780,4.438,0,1,1,,,,
5177859,Kepler-1576 b,CONFIRMED,6.98472143,0,0.451,2.724,9.07E+01,1.19,297.15,11.7,5839,4.279,0.12,1.227,1.044,,,,
8482059,,CANDIDATE,349.41047,0,0.2791,15.02,6.53E+02,2.41,0.97,17.7,5878,4.512,0.07,0.945,1.058,,,,
4568117,,FALSE POSITIVE,0.562563871,0,0.36,1.591,3.46E+01,0.69,11201.45,16.4,6577,4.381,-0.26,1.145,1.154,,,,
10342248,,FALSE POSITIVE,0.93373458,0,0.574,4.364,1.28E+02,0.93,1446.48,27.8,5335,4.577,0.02,0.804,0.891,,,,
9777290,,FALSE POSITIVE,1.33251948,0,0.402,3.733,2.34E+02,1.64,2218.21,17.7,5926,4.381,-0.1,1.058,0.982,,,,
8548427,,FALSE POSITIVE,168.84663,0,0.1251,9.75,2.15E+02,1.45,2.78,9.3,5897,4.489,0.21,0.992,1.106,,,,
9286088,,CANDIDATE,14.8162925,0,0.857,4.973,1.08E+02,1.57,163.33,12.5,6356,4.27,0,1.325,1.191,,,,
6289344,,FALSE POSITIVE,160.4122022,0,0.903,4.92,2.54E+03,4.45,1.26,24.4,5269,4.62,-0.28,0.727,0.812,,,,
6937529,,CANDIDATE,3.98167088,0,0.2076,3.609,4.47E+01,0.79,798.79,10.3,6484,4.377,-0.08,1.173,1.195,,,,
9883606,Kepler-1598 b,CONFIRMED,4.34195312,0,0.118,2.598,7.33E+01,0.94,552.7,10.6,6164,4.378,-0.12,1.09,1.032,,,,
5860968,Kepler-1599 b,CONFIRMED,122.358116,0,0.255,10.768,3.53E+02,2.15,6.46,12.2,5998,4.324,-0.12,1.139,0.998,,,,
3645438,,CANDIDATE,7.298142,0,0.411,3.024,3.71E+02,1.6,90.04,13.6,5119,4.508,0.1,0.834,0.818,,,,
8480582,Kepler-1702 b,CONFIRMED,18.5010898,0,0.719,3.179,4.21E+02,1.62,22.4,14.7,5242,4.613,-0.24,0.734,0.815,,,,
5197233,,CANDIDATE,7.016016,0,0.89,3.8,1.69E+02,1.72,396.43,6.3,6642,4.39,-0.3,1.136,1.157,,,,
10936786,,FALSE POSITIVE,0.569961046,0,0.343,1.446,4.42E+01,1.04,13463.04,18.9,5814,4.066,-0.06,1.549,1.019,,,,
7119481,,CANDIDATE,42.068554,0,0.022,5.723,1.86E+02,1.32,20.28,9.8,6122,4.487,-0.18,0.964,1.041,,,,
6938264,,FALSE POSITIVE,1.121634781,0,0.409,1.155,7.15E+01,0.6,529.9,14.8,4518,4.589,0.22,0.72,0.735,,,,
9899315,,FALSE POSITIVE,1.33256979,0,0.207,3.293,1.04E+02,0.97,1943.76,18.4,6089,4.495,-0.18,0.95,1.031,,,,
9541089,,FALSE POSITIVE,0.536650896,0,1.175,4.702,2.73E+02,18.45,5179.76,117.8,5819,4.494,-0.32,0.881,0.884,,,,
3650049,,FALSE POSITIVE,397.73699,0,0.883,11.76,1.13E+03,3.05,0.47,15.3,5313,4.521,-0.44,0.768,0.714,,,,
9641076,,FALSE POSITIVE,2.17818699,0,0.553,2.686,1.16E+02,1.03,776.45,15.4,5584,4.428,-0.16,0.932,0.849,,,,
8741470,,CANDIDATE,6.23968392,0,0.679,0.668,1.56E+02,1.55,299.03,9,5751,4.303,0,1.143,0.956,,,,
11125613,Kepler-1254 c,CONFIRMED,3.60082855,0,0.395,1.938,2.96E+02,1.36,174.45,17.9,4838,4.524,0.18,0.796,0.771,,,,
10525049,,CANDIDATE,15.5714121,0,0.312,2.294,1.74E+02,0.72,5.98,13,3872,4.714,0.12,0.557,0.585,,,,
9896018,,CANDIDATE,3.59645081,0,0.781,2.661,1.50E+02,1.66,732.82,16.2,5887,4.292,0.16,1.235,1.09,,,,
5095082,,CANDIDATE,20.6579443,0,0.188,8.798,9.82E+01,1.27,66.27,14.1,5468,4.171,0.14,1.306,0.923,,,,
12418891,,FALSE POSITIVE,0.760941405,0,0.26,1.773,1.87E+02,1.18,2591.44,15.2,5629,4.553,0.07,0.87,0.987,,,,
3839294,,FALSE POSITIVE,137.665706,0,0.041,3.732,5.37E+02,15.41,63.38,11.7,4832,2.953,0.04,6.897,1.553,,,,
7698701,,FALSE POSITIVE,370.90237,0,0.0566,10.558,5.46E+02,1.97,0.76,14.7,5835,4.554,-0.24,0.847,0.935,,,,
7698701,,FALSE POSITIVE,321.55087,0,0.1608,5.863,3.97E+02,1.68,0.92,8.2,5835,4.554,-0.24,0.847,0.935,,,,
2830919,,FALSE POSITIVE,1.54038914,0,0.043,1.683,7.18E+01,0.84,1701.3,9.1,5974,4.422,-0.26,0.989,0.944,,,,
9588822,,FALSE POSITIVE,71.76236302,0,0.052,29.435,8.59E+03,25.76,46.35,1134.3,5529,3.685,-0.04,2.817,1.402,,,,
2997459,,CANDIDATE,16.3368863,0,0.066,3.597,2.26E+02,1.27,40.22,12.1,5410,4.49,-0.1,0.859,0.834,,,,
8330207,,CANDIDATE,1.63668262,0,1.22,1.907,9.22E+02,103.99,10160.3,12.9,5234,3.436,-0.36,3.739,1.39,,,,
5881813,,CANDIDATE,11.615625,0,0.977,2.233,1.91E+02,2.84,158.69,8.8,5332,4.083,0.18,1.453,0.932,,,,
11560897,Kepler-430 c,CONFIRMED,110.978266,0,0.074,11.312,1.50E+02,1.86,10.84,14,5883,4.149,0.2,1.529,1.205,,,,
10858737,,FALSE POSITIVE,0.952378454,0,0.996,3.892,4.38E+01,1.46,9651.76,17.4,6963,4.25,-0.4,1.375,1.233,,,,
6752002,,CANDIDATE,6.08003714,0,0.254,1.308,1.84E+02,1.07,100.72,17.7,4991,4.513,0.04,0.804,0.767,,,,
7257966,,CANDIDATE,3.035206175,0,0.965,0.6182,6.97E+02,3.59,403.53,19.1,5505,4.503,-0.04,0.873,0.887,,,,
3644738,,FALSE POSITIVE,358.96844,0,0.151,21.71,8.08E+02,2.7,1.13,13.3,6117,4.496,-0.22,0.947,1.025,,,,
9406892,,FALSE POSITIVE,2.21316437,0,0.672,3.874,1.16E+02,0.95,841.98,27.9,5921,4.465,-0.96,0.83,0.733,,,,
9202434,,CANDIDATE,173.2578372,0,1.9038,2.027,6.87E+02,117.29,4.73,13.5,6392,4.399,0.07,1.162,1.232,,,,
8487645,,FALSE POSITIVE,0.530967987,0,0.093,1.812,2.69E+01,1.08,73103.16,24.1,8473,4.123,0.21,2.052,2.036,,,,
10407482,Kepler-1577 b,CONFIRMED,6.30558387,0,0.601,2.619,1.93E+02,2.52,378.9,9.5,4934,3.927,0.28,1.756,0.952,,,,
5817613,,FALSE POSITIVE,4.2058608,0,0.438,7.39,1.82E+02,1.14,248.04,13.3,5590,4.56,-0.06,0.839,0.934,,,,
7901016,,CANDIDATE,41.6757509,0,0.256,10.848,1.42E+02,2.1,53.72,22.6,5745,3.957,-0.16,1.763,1.027,,,,
5385410,,CANDIDATE,11.49589567,0,0.295,2.256,1.08E+02,1.59,295.46,13.2,6290,4.133,-0.14,1.506,1.123,,,,
9910942,,FALSE POSITIVE,8.4803326,0,0.556,5.918,3.56E+01,1.35,882.07,11,6245,3.826,-0.44,2.179,1.16,,,,
7749002,,CANDIDATE,0.609926502,0,0.24,1.2529,1.34E+02,1.12,4990.14,15.3,5936,4.501,0.07,0.965,1.075,,,,
10924340,,FALSE POSITIVE,0.750744255,0,1.154,1.7921,1.71E+02,17.07,4387.1,50.4,6187,4.499,-0.32,0.937,1.011,,,,
5371777,Kepler-1589 b,CONFIRMED,0.991659646,0,0.765,2.215,7.73E+01,1.19,4614.18,13.5,6117,4.315,0.14,1.244,1.17,,,,
3848083,,CANDIDATE,8.4795266,0,0.136,6.052,1.63E+02,1.18,132.02,8,5841,4.52,0.07,0.931,1.047,,,,
6359926,,CANDIDATE,49.4746966,0,0.491,10.46,2.91E+02,1.62,14.5,17.2,5952,4.475,-0.28,0.928,0.94,,,,
6629993,,FALSE POSITIVE,118.609553,0,0.993,22.74,3.81E+02,2.86,1.88,13.1,5017,4.531,0.02,0.792,0.776,,,,
8324518,,CANDIDATE,1.62888267,0,0.147,1.72,1.31E+02,0.92,733.67,12.5,5398,4.571,-0.02,0.811,0.896,,,,
10427700,,FALSE POSITIVE,0.616386349,0,0.226,0.8136,7.94E+01,2.94,37463.63,21.9,5665,3.58,-0.2,3.266,1.478,,,,
3103473,,CANDIDATE,1.920062587,0,0.387,1.437,2.27E+02,1.12,471.84,12.6,5266,4.611,-0.22,0.741,0.83,,,,
11296045,,FALSE POSITIVE,88.91323139,,,2.92,,,,,,,,,,,,,
3124598,,FALSE POSITIVE,7.07162308,0,0.331,2.587,1.23E+02,1.42,431.05,16.9,6313,4.24,-0.38,1.259,1.005,,,,
6879171,,CANDIDATE,6.96352699,0,0.09,3.192,6.81E+01,1.4,669.78,17.4,6040,3.978,-0.44,1.686,0.984,,,,
9897364,Kepler-1562 b,CONFIRMED,64.2729088,0,0.908,12.136,1.21E+03,5.38,22.31,27.4,6341,4.278,-0.04,1.299,1.165,,,,
12505503,Kepler-1563 b,CONFIRMED,3.4327371,0,0.703,4.001,6.32E+01,0.75,390.57,15.3,5757,4.536,-0.06,0.881,0.974,,,,
3548639,,FALSE POSITIVE,13.8452726,0,0.566,2.555,9.32E+01,2.34,626.93,10.4,6845,3.89,-0.2,2.324,1.529,,,,
4390912,,FALSE POSITIVE,0.687506554,0,0.085,1.441,1.30E+02,8.73,120304.4,14.4,4643,2.595,-0.18,7.906,0.898,,,,
7115925,,FALSE POSITIVE,0.566801617,0,0.565,2.75,2.49E+01,0.88,19598.53,26.4,6287,4.064,0,1.693,1.211,,,,
5785279,,CANDIDATE,0.909127736,0,0.098,1.431,9.87E+01,0.98,2566.87,13.9,5486,4.389,0.06,0.996,0.885,,,,
7429287,,FALSE POSITIVE,371.63327,0,0.8185,14.92,1.07E+02,1.83,2.36,15.2,5802,4.073,-0.2,1.59,1.08,,,,
